4747, none, minecraft:the_void, CREATURE, ars_nouveau:drygmy, 10, 1, 1
7150, savanna, byg:araucaria_savanna, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
7151, savanna, byg:araucaria_savanna, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
7152, savanna, byg:araucaria_savanna, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
7153, savanna, byg:araucaria_savanna, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
7154, savanna, byg:araucaria_savanna, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
7155, savanna, byg:araucaria_savanna, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
7156, savanna, byg:araucaria_savanna, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
7157, savanna, byg:araucaria_savanna, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
7158, savanna, byg:araucaria_savanna, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
7159, forest, byg:aspen_forest, MONSTER, minecraft:spider, 50, 4, 4
7160, forest, byg:aspen_forest, MONSTER, minecraft:zombie, 50, 4, 4
7161, forest, byg:aspen_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
7162, forest, byg:aspen_forest, MONSTER, minecraft:skeleton, 50, 4, 4
7163, forest, byg:aspen_forest, MONSTER, minecraft:creeper, 50, 4, 4
7164, forest, byg:aspen_forest, MONSTER, minecraft:slime, 50, 4, 4
7165, forest, byg:aspen_forest, MONSTER, minecraft:enderman, 5, 1, 4
7166, forest, byg:aspen_forest, MONSTER, minecraft:witch, 5, 1, 1
7167, forest, byg:aspen_forest, MONSTER, earthmobsmod:lobber_zombie, 20, 2, 4
7168, forest, byg:aspen_forest, MONSTER, earthmobsmod:lobber_zombie, 20, 2, 4
7169, forest, byg:aspen_forest, MONSTER, earthmobsmod:skeleton_wolf, 10, 3, 4
7170, forest, byg:aspen_forest, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
7171, forest, byg:aspen_forest, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
7172, forest, byg:aspen_forest, MONSTER, savage_and_ravage:skeleton_villager, 10, 1, 1
7173, forest, byg:aspen_forest, MONSTER, alexsmobs:centipede_head, 15, 1, 1
7174, forest, byg:aspen_forest, MONSTER, quark:toretoise, 50, 2, 4
7175, forest, byg:aspen_forest, MONSTER, quark:stoneling, 50, 1, 1
7176, forest, byg:aspen_forest, CREATURE, minecraft:sheep, 12, 4, 4
7177, forest, byg:aspen_forest, CREATURE, minecraft:pig, 10, 4, 4
7178, forest, byg:aspen_forest, CREATURE, minecraft:chicken, 10, 4, 4
7179, forest, byg:aspen_forest, CREATURE, minecraft:cow, 10, 4, 4
7180, forest, byg:aspen_forest, CREATURE, minecraft:wolf, 10, 4, 4
7181, forest, byg:aspen_forest, CREATURE, earthmobsmod:hyper_rabbit, 10, 3, 4
7182, forest, byg:aspen_forest, CREATURE, earthmobsmod:jumbo_rabbit, 10, 3, 4
7183, forest, byg:aspen_forest, CREATURE, ars_nouveau:starbuncle, 10, 1, 1
7184, forest, byg:aspen_forest, CREATURE, ars_nouveau:whirlisprig, 10, 1, 1
7185, forest, byg:aspen_forest, CREATURE, ars_nouveau:drygmy, 10, 1, 1
7186, forest, byg:aspen_forest, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
7187, forest, byg:aspen_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
7188, forest, byg:aspen_forest, CREATURE, alexsmobs:crow, 10, 3, 5
7189, forest, byg:aspen_forest, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
7190, forest, byg:aspen_forest, AMBIENT, minecraft:bat, 10, 8, 8
7191, forest, byg:aspen_forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
7192, forest, byg:aspen_forest, WATER_AMBIENT, sullysmod:lanternfish, 10, 1, 5
7193, forest, byg:aspen_forest, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
7194, forest, byg:aspen_forest, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
7195, forest, byg:aspen_forest, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
7196, forest, byg:aspen_forest, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
7197, forest, byg:aspen_forest, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
7198, forest, byg:aspen_forest, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
7199, forest, byg:aspen_forest, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
7200, forest, byg:aspen_forest, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
7201, forest, byg:aspen_forest, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
7202, forest, byg:aspen_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
7203, desert, byg:atacama_desert, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
7204, desert, byg:atacama_desert, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
7205, desert, byg:atacama_desert, MONSTER, quark:toretoise, 50, 2, 4
7206, desert, byg:atacama_desert, MONSTER, quark:stoneling, 50, 1, 1
7207, desert, byg:atacama_desert, CREATURE, ars_nouveau:drygmy, 10, 1, 1
7208, desert, byg:atacama_desert, WATER_AMBIENT, sullysmod:lanternfish, 10, 1, 5
7209, plains, byg:autumnal_valley, MONSTER, minecraft:spider, 50, 4, 4
7210, plains, byg:autumnal_valley, MONSTER, minecraft:zombie, 50, 4, 4
7211, plains, byg:autumnal_valley, MONSTER, minecraft:zombie_villager, 10, 1, 1
7212, plains, byg:autumnal_valley, MONSTER, minecraft:skeleton, 50, 4, 4
7213, plains, byg:autumnal_valley, MONSTER, minecraft:creeper, 50, 4, 4
7214, plains, byg:autumnal_valley, MONSTER, minecraft:slime, 50, 4, 4
7215, plains, byg:autumnal_valley, MONSTER, minecraft:enderman, 5, 1, 4
7216, plains, byg:autumnal_valley, MONSTER, minecraft:witch, 5, 1, 1
7217, plains, byg:autumnal_valley, MONSTER, earthmobsmod:lobber_zombie, 20, 2, 4
7218, plains, byg:autumnal_valley, MONSTER, earthmobsmod:lobber_zombie, 20, 2, 4
7219, plains, byg:autumnal_valley, MONSTER, ars_nouveau:wilden_guardian, 50, 1, 1
7220, plains, byg:autumnal_valley, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
7221, plains, byg:autumnal_valley, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
7222, plains, byg:autumnal_valley, MONSTER, savage_and_ravage:skeleton_villager, 10, 1, 1
7223, plains, byg:autumnal_valley, MONSTER, alexsmobs:centipede_head, 15, 1, 1
7224, plains, byg:autumnal_valley, MONSTER, quark:toretoise, 50, 2, 4
7225, plains, byg:autumnal_valley, MONSTER, quark:stoneling, 50, 1, 1
7226, plains, byg:autumnal_valley, CREATURE, minecraft:sheep, 12, 4, 4
7227, plains, byg:autumnal_valley, CREATURE, minecraft:pig, 10, 4, 4
7228, plains, byg:autumnal_valley, CREATURE, minecraft:chicken, 10, 4, 4
7229, plains, byg:autumnal_valley, CREATURE, minecraft:cow, 10, 4, 4
7230, plains, byg:autumnal_valley, CREATURE, earthmobsmod:fancy_chicken, 10, 3, 6
7231, plains, byg:autumnal_valley, CREATURE, earthmobsmod:duck, 10, 3, 6
7232, plains, byg:autumnal_valley, CREATURE, earthmobsmod:hyper_rabbit, 10, 3, 4
7233, plains, byg:autumnal_valley, CREATURE, earthmobsmod:jumbo_rabbit, 10, 3, 4
7234, plains, byg:autumnal_valley, CREATURE, ars_nouveau:starbuncle, 10, 1, 1
7235, plains, byg:autumnal_valley, CREATURE, ars_nouveau:whirlisprig, 10, 1, 1
7236, plains, byg:autumnal_valley, CREATURE, ars_nouveau:drygmy, 10, 1, 1
7237, plains, byg:autumnal_valley, CREATURE, alexsmobs:raccoon, 10, 2, 4
7238, plains, byg:autumnal_valley, CREATURE, alexsmobs:crow, 10, 3, 5
7239, plains, byg:autumnal_valley, CREATURE, alexsmobs:bison, 14, 6, 10
7240, plains, byg:autumnal_valley, AMBIENT, minecraft:bat, 10, 8, 8
7241, plains, byg:autumnal_valley, AMBIENT, alexsmobs:cockroach, 10, 5, 5
7242, plains, byg:autumnal_valley, WATER_AMBIENT, sullysmod:lanternfish, 10, 1, 5
7243, plains, byg:autumnal_valley, WATER_AMBIENT, aquaculture:synodontis, 20, 1, 6
7244, plains, byg:autumnal_valley, WATER_AMBIENT, aquaculture:bayad, 10, 1, 2
7245, plains, byg:autumnal_valley, WATER_AMBIENT, aquaculture:capitaine, 10, 1, 1
7246, plains, byg:autumnal_valley, WATER_AMBIENT, aquaculture:boulti, 10, 1, 3
7247, plains, byg:autumnal_valley, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
7248, savanna, byg:baobab_savanna, MONSTER, minecraft:spider, 50, 4, 4
7249, savanna, byg:baobab_savanna, MONSTER, minecraft:zombie, 50, 4, 4
7250, savanna, byg:baobab_savanna, MONSTER, minecraft:zombie_villager, 10, 1, 1
7251, savanna, byg:baobab_savanna, MONSTER, minecraft:skeleton, 50, 4, 4
7252, savanna, byg:baobab_savanna, MONSTER, minecraft:creeper, 50, 4, 4
7253, savanna, byg:baobab_savanna, MONSTER, minecraft:slime, 50, 4, 4
7254, savanna, byg:baobab_savanna, MONSTER, minecraft:enderman, 5, 1, 4
7255, savanna, byg:baobab_savanna, MONSTER, minecraft:witch, 5, 1, 1
7256, savanna, byg:baobab_savanna, MONSTER, earthmobsmod:lobber_zombie, 20, 2, 4
7257, savanna, byg:baobab_savanna, MONSTER, earthmobsmod:lobber_zombie, 20, 2, 4
7258, savanna, byg:baobab_savanna, MONSTER, thermal:blitz, 10, 1, 3
7259, savanna, byg:baobab_savanna, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
7260, savanna, byg:baobab_savanna, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
7261, savanna, byg:baobab_savanna, MONSTER, savage_and_ravage:skeleton_villager, 10, 1, 1
7262, savanna, byg:baobab_savanna, MONSTER, alexsmobs:centipede_head, 15, 1, 1
7263, savanna, byg:baobab_savanna, MONSTER, quark:toretoise, 50, 2, 4
7264, savanna, byg:baobab_savanna, MONSTER, quark:stoneling, 50, 1, 1
7265, savanna, byg:baobab_savanna, CREATURE, minecraft:sheep, 12, 4, 4
7266, savanna, byg:baobab_savanna, CREATURE, minecraft:pig, 10, 4, 4
7267, savanna, byg:baobab_savanna, CREATURE, minecraft:chicken, 10, 4, 4
7268, savanna, byg:baobab_savanna, CREATURE, minecraft:cow, 10, 4, 4
7269, savanna, byg:baobab_savanna, CREATURE, minecraft:horse, 10, 2, 6
7270, savanna, byg:baobab_savanna, CREATURE, minecraft:donkey, 10, 1, 1
7271, savanna, byg:baobab_savanna, CREATURE, sullysmod:tortoise, 10, 1, 3
7272, savanna, byg:baobab_savanna, CREATURE, ars_nouveau:starbuncle, 10, 1, 1
7273, savanna, byg:baobab_savanna, CREATURE, ars_nouveau:whirlisprig, 10, 1, 1
7274, savanna, byg:baobab_savanna, CREATURE, ars_nouveau:drygmy, 10, 1, 1
7275, savanna, byg:baobab_savanna, CREATURE, alexsmobs:gazelle, 40, 7, 7
7276, savanna, byg:baobab_savanna, CREATURE, alexsmobs:elephant, 30, 3, 5
7277, savanna, byg:baobab_savanna, CREATURE, alexsmobs:emu, 20, 2, 5
7278, savanna, byg:baobab_savanna, CREATURE, alexsmobs:kangaroo, 25, 3, 5
7279, savanna, byg:baobab_savanna, CREATURE, alexsmobs:maned_wolf, 10, 1, 1
7280, savanna, byg:baobab_savanna, AMBIENT, minecraft:bat, 10, 8, 8
7281, savanna, byg:baobab_savanna, AMBIENT, alexsmobs:cockroach, 10, 5, 5
7282, savanna, byg:baobab_savanna, WATER_AMBIENT, sullysmod:lanternfish, 10, 1, 5
7283, savanna, byg:baobab_savanna, WATER_AMBIENT, aquaculture:synodontis, 20, 1, 6
7284, savanna, byg:baobab_savanna, WATER_AMBIENT, aquaculture:bayad, 10, 1, 2
7285, savanna, byg:baobab_savanna, WATER_AMBIENT, aquaculture:capitaine, 10, 1, 1
7286, savanna, byg:baobab_savanna, WATER_AMBIENT, aquaculture:boulti, 10, 1, 3
7287, savanna, byg:baobab_savanna, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
7288, swamp, byg:bayou, MONSTER, minecraft:spider, 50, 4, 4
7289, swamp, byg:bayou, MONSTER, minecraft:zombie, 50, 4, 4
7290, swamp, byg:bayou, MONSTER, minecraft:zombie_villager, 10, 1, 1
7291, swamp, byg:bayou, MONSTER, minecraft:skeleton, 50, 4, 4
7292, swamp, byg:bayou, MONSTER, minecraft:creeper, 50, 4, 4
7293, swamp, byg:bayou, MONSTER, minecraft:slime, 50, 4, 4
7294, swamp, byg:bayou, MONSTER, minecraft:enderman, 5, 1, 4
7295, swamp, byg:bayou, MONSTER, minecraft:witch, 5, 1, 1
7296, swamp, byg:bayou, MONSTER, earthmobsmod:lobber_zombie, 20, 2, 4
7297, swamp, byg:bayou, MONSTER, earthmobsmod:lobber_zombie, 20, 2, 4
7298, swamp, byg:bayou, MONSTER, earthmobsmod:skeleton_wolf, 10, 3, 4
7299, swamp, byg:bayou, MONSTER, biomemakeover:decayed, 50, 1, 1
7300, swamp, byg:bayou, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
7301, swamp, byg:bayou, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
7302, swamp, byg:bayou, MONSTER, savage_and_ravage:skeleton_villager, 10, 1, 1
7303, swamp, byg:bayou, MONSTER, alexsmobs:centipede_head, 15, 1, 1
7304, swamp, byg:bayou, MONSTER, quark:toretoise, 50, 2, 4
7305, swamp, byg:bayou, MONSTER, quark:stoneling, 50, 1, 1
7306, swamp, byg:bayou, CREATURE, minecraft:sheep, 12, 4, 4
7307, swamp, byg:bayou, CREATURE, minecraft:pig, 10, 4, 4
7308, swamp, byg:bayou, CREATURE, minecraft:chicken, 10, 4, 4
7309, swamp, byg:bayou, CREATURE, minecraft:cow, 10, 4, 4
7310, swamp, byg:bayou, CREATURE, minecraft:horse, 10, 2, 6
7311, swamp, byg:bayou, CREATURE, minecraft:donkey, 10, 1, 1
7312, swamp, byg:bayou, CREATURE, earthmobsmod:hyper_rabbit, 10, 3, 4
7313, swamp, byg:bayou, CREATURE, earthmobsmod:jumbo_rabbit, 10, 3, 4
7314, swamp, byg:bayou, CREATURE, aquaculture:box_turtle, 10, 1, 2
7315, swamp, byg:bayou, CREATURE, biomemakeover:toad, 20, 2, 4
7316, swamp, byg:bayou, CREATURE, wildbackport:frog, 10, 2, 5
7317, swamp, byg:bayou, CREATURE, ars_nouveau:starbuncle, 10, 1, 1
7318, swamp, byg:bayou, CREATURE, ars_nouveau:whirlisprig, 10, 1, 1
7319, swamp, byg:bayou, CREATURE, ars_nouveau:drygmy, 10, 1, 1
7320, swamp, byg:bayou, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
7321, swamp, byg:bayou, CREATURE, alexsmobs:crocodile, 40, 1, 2
7322, swamp, byg:bayou, CREATURE, alexsmobs:raccoon, 10, 2, 4
7323, swamp, byg:bayou, CREATURE, alexsmobs:shoebill, 10, 1, 2
7324, swamp, byg:bayou, CREATURE, alexsmobs:crow, 10, 3, 5
7325, swamp, byg:bayou, CREATURE, alexsmobs:alligator_snapping_turtle, 20, 1, 2
7326, swamp, byg:bayou, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
7327, swamp, byg:bayou, CREATURE, alexsmobs:anaconda, 12, 1, 1
7328, swamp, byg:bayou, AMBIENT, minecraft:bat, 10, 8, 8
7329, swamp, byg:bayou, AMBIENT, biomemakeover:dragonfly, 20, 3, 8
7330, swamp, byg:bayou, AMBIENT, biomemakeover:lightning_bug, 20, 1, 1
7331, swamp, byg:bayou, AMBIENT, alexsmobs:cockroach, 10, 5, 5
7332, swamp, byg:bayou, WATER_CREATURE, minecraft:squid, 10, 1, 2
7333, swamp, byg:bayou, WATER_AMBIENT, sullysmod:lanternfish, 10, 1, 5
7334, swamp, byg:bayou, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
7335, swamp, byg:bayou, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
7336, swamp, byg:bayou, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
7337, swamp, byg:bayou, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
7338, swamp, byg:bayou, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
7339, swamp, byg:bayou, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
7340, swamp, byg:bayou, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
7341, swamp, byg:bayou, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
7342, swamp, byg:bayou, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
7343, swamp, byg:bayou, WATER_AMBIENT, upgrade_aquatic:pike, 10, 1, 2
7344, swamp, byg:bayou, WATER_AMBIENT, upgrade_aquatic:perch, 10, 1, 6
7345, swamp, byg:bayou, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
7346, swamp, byg:bayou, WATER_AMBIENT, alexsmobs:catfish, 10, 1, 3
7347, taiga, byg:black_forest, MONSTER, minecraft:spider, 50, 4, 4
7348, taiga, byg:black_forest, MONSTER, minecraft:zombie, 50, 4, 4
7349, taiga, byg:black_forest, MONSTER, minecraft:skeleton, 50, 4, 4
7350, taiga, byg:black_forest, MONSTER, minecraft:zombie_villager, 25, 1, 1
7351, taiga, byg:black_forest, MONSTER, minecraft:creeper, 50, 4, 4
7352, taiga, byg:black_forest, MONSTER, minecraft:slime, 50, 4, 4
7353, taiga, byg:black_forest, MONSTER, minecraft:enderman, 5, 1, 4
7354, taiga, byg:black_forest, MONSTER, minecraft:witch, 5, 1, 1
7355, taiga, byg:black_forest, MONSTER, earthmobsmod:lobber_zombie, 20, 2, 4
7356, taiga, byg:black_forest, MONSTER, earthmobsmod:lobber_zombie, 20, 2, 4
7357, taiga, byg:black_forest, MONSTER, ars_nouveau:wilden_guardian, 50, 1, 1
7358, taiga, byg:black_forest, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
7359, taiga, byg:black_forest, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
7360, taiga, byg:black_forest, MONSTER, savage_and_ravage:skeleton_villager, 10, 1, 1
7361, taiga, byg:black_forest, MONSTER, alexsmobs:centipede_head, 15, 1, 1
7362, taiga, byg:black_forest, MONSTER, quark:toretoise, 50, 2, 4
7363, taiga, byg:black_forest, MONSTER, quark:stoneling, 50, 1, 1
7364, taiga, byg:black_forest, CREATURE, minecraft:sheep, 12, 4, 4
7365, taiga, byg:black_forest, CREATURE, minecraft:pig, 10, 4, 4
7366, taiga, byg:black_forest, CREATURE, minecraft:chicken, 10, 4, 4
7367, taiga, byg:black_forest, CREATURE, minecraft:cow, 10, 4, 4
7368, taiga, byg:black_forest, CREATURE, minecraft:wolf, 10, 4, 4
7369, taiga, byg:black_forest, CREATURE, minecraft:rabbit, 10, 2, 3
7370, taiga, byg:black_forest, CREATURE, minecraft:fox, 10, 2, 4
7371, taiga, byg:black_forest, CREATURE, ars_nouveau:drygmy, 10, 1, 1
7372, taiga, byg:black_forest, AMBIENT, minecraft:bat, 10, 8, 8
7373, taiga, byg:black_forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
7374, taiga, byg:black_forest, WATER_AMBIENT, sullysmod:lanternfish, 10, 1, 5
7375, taiga, byg:black_forest, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
7376, taiga, byg:black_forest, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
7377, taiga, byg:black_forest, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
7378, taiga, byg:black_forest, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
7379, taiga, byg:black_forest, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
7380, taiga, byg:black_forest, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
7381, taiga, byg:black_forest, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
7382, taiga, byg:black_forest, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
7383, taiga, byg:black_forest, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
7384, taiga, byg:black_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
7385, forest, byg:borealis_grove, MONSTER, minecraft:spider, 50, 4, 4
7386, forest, byg:borealis_grove, MONSTER, minecraft:zombie, 50, 4, 4
7387, forest, byg:borealis_grove, MONSTER, minecraft:zombie_villager, 10, 1, 1
7388, forest, byg:borealis_grove, MONSTER, minecraft:skeleton, 50, 4, 4
7389, forest, byg:borealis_grove, MONSTER, minecraft:creeper, 50, 4, 4
7390, forest, byg:borealis_grove, MONSTER, minecraft:slime, 50, 4, 4
7391, forest, byg:borealis_grove, MONSTER, minecraft:enderman, 5, 1, 4
7392, forest, byg:borealis_grove, MONSTER, minecraft:witch, 5, 1, 1
7393, forest, byg:borealis_grove, MONSTER, earthmobsmod:lobber_zombie, 20, 2, 4
7394, forest, byg:borealis_grove, MONSTER, earthmobsmod:lobber_zombie, 20, 2, 4
7395, forest, byg:borealis_grove, MONSTER, earthmobsmod:skeleton_wolf, 10, 3, 4
7396, forest, byg:borealis_grove, MONSTER, ars_nouveau:wilden_guardian, 50, 1, 1
7397, forest, byg:borealis_grove, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
7398, forest, byg:borealis_grove, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
7399, forest, byg:borealis_grove, MONSTER, savage_and_ravage:skeleton_villager, 10, 1, 1
7400, forest, byg:borealis_grove, MONSTER, alexsmobs:centipede_head, 15, 1, 1
7401, forest, byg:borealis_grove, MONSTER, quark:toretoise, 50, 2, 4
7402, forest, byg:borealis_grove, MONSTER, quark:stoneling, 50, 1, 1
7403, forest, byg:borealis_grove, CREATURE, minecraft:sheep, 12, 4, 4
7404, forest, byg:borealis_grove, CREATURE, minecraft:pig, 10, 4, 4
7405, forest, byg:borealis_grove, CREATURE, minecraft:chicken, 10, 4, 4
7406, forest, byg:borealis_grove, CREATURE, minecraft:cow, 10, 4, 4
7407, forest, byg:borealis_grove, CREATURE, minecraft:wolf, 10, 4, 4
7408, forest, byg:borealis_grove, CREATURE, earthmobsmod:hyper_rabbit, 10, 3, 4
7409, forest, byg:borealis_grove, CREATURE, earthmobsmod:jumbo_rabbit, 10, 3, 4
7410, forest, byg:borealis_grove, CREATURE, ars_nouveau:starbuncle, 10, 1, 1
7411, forest, byg:borealis_grove, CREATURE, ars_nouveau:whirlisprig, 10, 1, 1
7412, forest, byg:borealis_grove, CREATURE, ars_nouveau:drygmy, 10, 1, 1
7413, forest, byg:borealis_grove, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
7414, forest, byg:borealis_grove, CREATURE, alexsmobs:raccoon, 10, 2, 4
7415, forest, byg:borealis_grove, CREATURE, alexsmobs:crow, 10, 3, 5
7416, forest, byg:borealis_grove, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
7417, forest, byg:borealis_grove, AMBIENT, minecraft:bat, 10, 8, 8
7418, forest, byg:borealis_grove, AMBIENT, alexsmobs:cockroach, 10, 5, 5
7419, forest, byg:borealis_grove, WATER_AMBIENT, sullysmod:lanternfish, 10, 1, 5
7420, forest, byg:borealis_grove, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
7421, forest, byg:borealis_grove, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
7422, forest, byg:borealis_grove, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
7423, forest, byg:borealis_grove, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
7424, forest, byg:borealis_grove, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
7425, forest, byg:borealis_grove, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
7426, forest, byg:borealis_grove, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
7427, forest, byg:borealis_grove, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
7428, forest, byg:borealis_grove, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
7429, forest, byg:borealis_grove, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
7430, extreme_hills, byg:canadian_shield, MONSTER, minecraft:spider, 50, 4, 4
7431, extreme_hills, byg:canadian_shield, MONSTER, minecraft:zombie, 50, 4, 4
7432, extreme_hills, byg:canadian_shield, MONSTER, minecraft:zombie_villager, 10, 1, 1
7433, extreme_hills, byg:canadian_shield, MONSTER, minecraft:skeleton, 50, 4, 4
7434, extreme_hills, byg:canadian_shield, MONSTER, minecraft:creeper, 50, 4, 4
7435, extreme_hills, byg:canadian_shield, MONSTER, minecraft:slime, 50, 4, 4
7436, extreme_hills, byg:canadian_shield, MONSTER, minecraft:enderman, 5, 1, 4
7437, extreme_hills, byg:canadian_shield, MONSTER, minecraft:witch, 5, 1, 1
7438, extreme_hills, byg:canadian_shield, MONSTER, earthmobsmod:bouldering_zombie, 20, 4, 4
7439, extreme_hills, byg:canadian_shield, MONSTER, earthmobsmod:lobber_zombie, 20, 2, 4
7440, extreme_hills, byg:canadian_shield, MONSTER, earthmobsmod:lobber_zombie, 20, 2, 4
7441, extreme_hills, byg:canadian_shield, MONSTER, thermal:basalz, 10, 1, 3
7442, extreme_hills, byg:canadian_shield, MONSTER, thermal:blizz, 10, 1, 3
7443, extreme_hills, byg:canadian_shield, MONSTER, ars_nouveau:wilden_guardian, 50, 1, 1
7444, extreme_hills, byg:canadian_shield, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
7445, extreme_hills, byg:canadian_shield, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
7446, extreme_hills, byg:canadian_shield, MONSTER, savage_and_ravage:skeleton_villager, 10, 1, 1
7447, extreme_hills, byg:canadian_shield, MONSTER, alexsmobs:centipede_head, 15, 1, 1
7448, extreme_hills, byg:canadian_shield, MONSTER, quark:toretoise, 50, 2, 4
7449, extreme_hills, byg:canadian_shield, MONSTER, quark:stoneling, 50, 1, 1
7450, extreme_hills, byg:canadian_shield, CREATURE, minecraft:sheep, 12, 4, 4
7451, extreme_hills, byg:canadian_shield, CREATURE, minecraft:pig, 10, 4, 4
7452, extreme_hills, byg:canadian_shield, CREATURE, minecraft:chicken, 10, 4, 4
7453, extreme_hills, byg:canadian_shield, CREATURE, minecraft:cow, 10, 4, 4
7454, extreme_hills, byg:canadian_shield, CREATURE, minecraft:wolf, 10, 4, 4
7455, extreme_hills, byg:canadian_shield, CREATURE, minecraft:rabbit, 10, 2, 3
7456, extreme_hills, byg:canadian_shield, CREATURE, minecraft:fox, 10, 2, 4
7457, extreme_hills, byg:canadian_shield, CREATURE, earthmobsmod:horned_sheep, 10, 3, 6
7458, extreme_hills, byg:canadian_shield, CREATURE, ars_nouveau:starbuncle, 10, 1, 1
7459, extreme_hills, byg:canadian_shield, CREATURE, ars_nouveau:whirlisprig, 10, 1, 1
7460, extreme_hills, byg:canadian_shield, CREATURE, ars_nouveau:drygmy, 10, 1, 1
7461, extreme_hills, byg:canadian_shield, CREATURE, alexsmobs:sunbird, 10, 1, 1
7462, extreme_hills, byg:canadian_shield, CREATURE, quark:shiba, 40, 1, 3
7463, extreme_hills, byg:canadian_shield, AMBIENT, minecraft:bat, 10, 8, 8
7464, extreme_hills, byg:canadian_shield, AMBIENT, alexsmobs:cockroach, 10, 5, 5
7465, extreme_hills, byg:canadian_shield, WATER_AMBIENT, sullysmod:lanternfish, 10, 1, 5
